timestamp,F2_UT_SCR01_BR_DRY_FLOW,F2_UT_SCR01_BR_CVD_FLOW,F2_UT_SCR01_BR_WET_FLOW,F2_UT_SCR01_BR_IMP_FLOW,F2_UT_SCR01_HDR_FLOW,F2_UT_STK01_NOX_DRY,F2_UT_STK01_FLOW,F2_UT_STK01_TEMP,F2_UT_SCR01_FAN_SP,F2_UT_SCR01_DP,F2_FAB_DRY_UTIL,F2_FAB_CVD_UTIL,F2_FAB_WET_UTIL,F2_FAB_IMP_UTIL,F2_UT_AMB_TEMP,F2_UT_SCR01_FAN_HZ
2025-03-01 05:35:00,1.2807,1.0801,1.2657,0.3504,3.9711,55.991,11042.841,39.875,355.628,102.793,46.58,41.42,52.41,43.57,1.5,59.36
2025-03-01 05:40:00,1.3089,1.0619,1.2709,0.3292,4.0015,54.854,11386.29,39.271,353.064,98.046,46.02,42.63,52.42,45.26,1.54,59.37
2025-03-01 05:45:00,1.278,1.0531,1.2603,0.3421,3.9439,54.674,11140.534,39.388,354.421,101.238,45.54,42.97,52.0,44.17,2.98,59.38
2025-03-01 05:50:00,1.2717,1.0754,1.2633,0.3564,3.9537,52.138,11173.099,39.671,358.585,100.996,45.76,42.58,52.86,44.36,1.87,59.38
2025-03-01 05:55:00,1.2921,1.0568,1.2511,0.349,3.9518,57.498,10774.118,38.901,354.739,105.281,46.43,42.7,52.59,44.49,2.17,59.39
2025-03-01 06:00:00,1.2738,1.0655,1.2696,0.3556,3.9731,58.924,11213.208,40.055,361.598,106.613,47.01,42.26,52.62,45.14,2.37,59.4
2025-03-01 06:05:00,1.2792,1.0626,1.2738,0.3606,3.9613,57.449,11167.844,39.349,357.06,105.375,46.53,43.1,52.54,45.04,3.34,59.41
2025-03-01 06:10:00,1.2853,1.0672,1.2615,0.3613,3.9854,58.717,10872.074,39.517,358.385,99.061,45.65,42.09,53.24,44.07,3.36,59.42
2025-03-01 06:15:00,1.2881,1.0664,1.2523,0.3469,3.9449,55.765,11108.948,39.037,362.121,101.156,46.29,41.97,52.74,43.58,2.09,59.42
2025-03-01 06:20:00,1.2887,1.085,1.2731,0.3411,3.9583,56.584,10859.259,39.365,358.421,100.003,46.01,42.41,52.58,43.81,2.85,59.43
2025-03-01 06:25:00,1.297,1.0726,1.255,0.331,3.975,56.318,11214.667,39.26,363.127,101.75,46.59,42.9,51.49,43.65,3.9,59.44
2025-03-01 06:30:00,1.2856,1.0769,1.2541,0.3642,3.9697,55.897,11533.871,39.619,359.892,104.821,47.04,42.26,53.2,44.56,3.41,59.44
2025-03-01 06:35:00,1.3026,1.0721,1.2491,0.3507,3.9885,53.071,11419.533,39.458,358.488,97.277,46.53,42.08,52.68,43.83,2.27,59.45
2025-03-01 06:40:00,1.2865,1.0667,1.2515,0.3652,3.9772,52.14,11489.041,38.786,356.461,105.003,46.41,42.45,52.53,44.96,2.93,59.46
2025-03-01 06:45:00,1.2911,1.0929,1.2423,0.3319,3.9699,56.442,11399.229,39.323,357.985,97.255,45.83,41.88,52.8,44.39,2.25,59.47
2025-03-01 06:50:00,1.2734,1.0935,1.2455,0.3529,3.9681,54.517,11094.152,39.003,350.245,100.973,46.13,42.14,52.16,44.45,2.23,59.47
2025-03-01 06:55:00,1.2721,1.0708,1.2584,0.3487,4.0107,52.16,11438.967,39.247,357.828,100.716,47.27,42.59,53.15,45.1,3.27,59.48
2025-03-01 07:00:00,1.2881,1.083,1.2663,0.3381,3.983,60.024,11355.879,39.325,357.569,101.128,47.46,42.91,53.07,44.99,3.33,59.49
2025-03-01 07:05:00,1.2808,1.0782,1.2581,0.3475,3.9951,55.228,11299.401,39.26,358.212,102.049,46.98,43.85,53.89,45.53,2.59,59.5
2025-03-01 07:10:00,1.2975,1.0822,1.2776,0.3682,3.9774,57.885,11263.383,39.265,354.409,102.918,47.74,43.52,53.48,45.56,3.24,59.5
2025-03-01 07:15:00,1.2846,1.077,1.2316,0.3667,3.9482,54.049,11139.992,39.823,348.295,103.13,46.87,42.48,53.03,44.48,5.23,59.51
2025-03-01 07:20:00,1.2606,1.0886,1.2459,0.3541,3.985,56.69,11100.56,39.064,359.092,104.558,46.32,41.8,52.57,44.95,3.87,59.52
2025-03-01 07:25:00,1.2793,1.0879,1.2757,0.3501,3.9755,53.515,11379.978,39.262,357.098,102.186,46.37,42.86,52.94,44.66,4.32,59.52
2025-03-01 07:30:00,1.2976,1.0906,1.2442,0.3643,4.0057,56.106,11349.25,39.319,360.227,104.699,46.57,43.64,53.15,44.23,4.95,59.53
2025-03-01 07:35:00,1.2641,1.0642,1.2593,0.3702,3.9659,57.318,11336.393,39.49,353.579,98.989,46.47,42.64,52.43,44.27,4.7,59.54
2025-03-01 07:40:00,1.2988,1.0721,1.272,0.3566,3.9882,58.559,11367.373,39.776,354.258,103.32,46.73,42.37,52.55,44.73,5.47,59.54
2025-03-01 07:45:00,1.3067,1.0728,1.258,0.3325,3.9836,53.42,11232.16,39.861,358.652,101.874,46.24,42.55,52.3,44.18,3.57,59.55
2025-03-01 07:50:00,1.2655,1.084,1.2392,0.3538,3.9853,59.801,11418.034,39.768,358.468,101.707,47.73,43.22,53.55,45.06,6.57,59.56
2025-03-01 07:55:00,1.2861,1.0778,1.2713,0.3425,3.9884,54.531,11040.133,40.023,366.584,98.271,46.35,42.67,52.88,45.67,5.68,59.56
2025-03-01 08:00:00,1.2859,1.0788,1.2752,0.3553,3.9697,60.095,11332.305,39.637,360.042,99.631,46.05,42.12,52.39,44.54,4.15,59.57
2025-03-01 08:05:00,1.316,1.0689,1.2519,0.3541,3.9969,56.755,11150.648,39.385,357.009,97.784,47.17,42.74,52.83,44.36,4.33,59.58
2025-03-01 08:10:00,1.2752,1.0836,1.2799,0.336,3.9788,58.951,11311.797,39.231,362.904,101.901,47.17,43.07,52.74,44.89,5.75,59.58
2025-03-01 08:15:00,1.2884,1.0604,1.2628,0.3471,3.9588,57.544,11194.53,40.092,358.724,98.754,46.47,42.32,51.96,44.23,6.24,59.59
2025-03-01 08:20:00,1.2818,1.0833,1.2676,0.3566,3.965,53.957,11136.698,39.5,362.792,104.371,46.15,41.62,52.37,44.25,6.43,59.6
2025-03-01 08:25:00,1.2878,1.0639,1.252,0.3722,3.9685,52.396,11006.549,39.731,364.057,103.889,46.96,41.85,52.11,44.45,7.54,59.6
2025-03-01 08:30:00,1.2574,1.0526,1.2438,0.3551,3.9694,52.766,11214.274,39.502,355.37,100.506,46.06,42.77,51.53,44.08,5.98,59.61
2025-03-01 08:35:00,1.2876,1.0783,1.2541,0.3387,3.9636,59.915,11412.739,39.778,368.019,105.647,46.28,42.71,51.73,44.22,6.22,59.62
2025-03-01 08:40:00,1.2793,1.0645,1.2699,0.3489,3.9649,53.487,11410.373,40.111,349.852,105.091,46.72,42.51,51.59,44.7,5.21,59.62
2025-03-01 08:45:00,1.2847,1.0759,1.2512,0.3488,3.9624,52.501,11104.044,39.748,359.613,101.275,45.04,41.69,50.37,42.94,5.84,59.63
2025-03-01 08:50:00,1.2856,1.0811,1.2755,0.328,3.9351,55.89,11095.665,39.643,351.278,101.712,45.16,40.94,50.74,43.32,8.55,59.64
2025-03-01 08:55:00,1.2854,1.0935,1.2423,0.3474,3.9441,56.593,11161.093,39.736,363.07,98.582,45.56,41.48,51.34,42.93,5.38,59.64
2025-03-01 09:00:00,1.273,1.0754,1.2695,0.3645,3.9669,53.291,11529.619,39.588,362.808,98.948,45.75,41.75,51.93,43.17,5.52,59.65
2025-03-01 09:05:00,1.2947,1.0613,1.2567,0.3605,3.9728,53.901,10997.644,39.82,362.17,93.843,45.71,42.07,52.21,44.18,6.86,59.65
2025-03-01 09:10:00,1.2991,1.0815,1.2409,0.3497,3.9367,55.219,11243.463,39.605,361.171,101.082,45.68,41.2,52.08,43.81,6.39,59.66
2025-03-01 09:15:00,1.2669,1.0512,1.259,0.3383,3.9485,59.518,11131.595,38.945,355.309,98.788,46.04,41.41,50.68,43.47,6.88,59.67
2025-03-01 09:20:00,1.2862,1.0658,1.2494,0.3488,3.9678,50.094,11338.155,39.279,366.837,101.354,46.39,41.46,52.04,44.44,6.35,59.67
2025-03-01 09:25:00,1.2771,1.081,1.2647,0.3599,3.9742,55.715,11575.226,40.462,356.212,99.962,46.11,41.99,51.91,44.23,8.35,59.68
2025-03-01 09:30:00,1.2863,1.0812,1.2775,0.3503,3.968,53.3,11549.846,39.427,356.952,98.475,46.37,41.9,52.53,44.15,6.97,59.68
2025-03-01 09:35:00,1.2994,1.0732,1.2526,0.3395,3.9576,52.256,11071.5,39.709,361.771,99.36,46.22,41.84,52.43,43.84,6.22,59.69
2025-03-01 09:40:00,1.2878,1.0675,1.2793,0.3247,3.9551,58.806,10955.116,39.361,363.37,104.02,45.42,41.38,51.46,43.15,7.5,59.7
2025-03-01 09:45:00,1.2788,1.0702,1.2545,0.3432,3.9686,55.809,11388.728,39.557,358.316,100.75,46.07,41.44,50.81,43.44,7.63,59.7
2025-03-01 09:50:00,1.2697,1.0622,1.2549,0.3322,3.9504,54.316,11622.108,40.304,362.984,101.066,45.69,41.47,50.78,43.34,7.49,59.71
2025-03-01 09:55:00,1.2785,1.0559,1.2313,0.3312,3.9481,56.198,11159.492,40.28,363.532,103.815,45.36,40.66,51.23,43.48,9.03,59.71
2025-03-01 10:00:00,1.2872,1.0575,1.2461,0.3307,3.9479,53.421,11444.007,39.993,352.02,94.995,45.61,41.99,51.25,43.13,9.94,59.72
2025-03-01 10:05:00,1.2969,1.0665,1.2609,0.3594,3.9545,58.108,11267.299,39.355,364.903,101.552,45.85,41.66,50.97,43.67,8.85,59.72
2025-03-01 10:10:00,1.2978,1.0885,1.2634,0.354,3.9565,56.745,11253.006,40.351,356.054,100.442,46.14,42.3,52.07,44.25,6.55,59.73
2025-03-01 10:15:00,1.2795,1.0729,1.2608,0.3336,3.9375,52.66,11450.101,40.392,365.037,102.101,44.9,41.59,52.2,43.49,8.0,59.74
2025-03-01 10:20:00,1.2745,1.0724,1.2519,0.3566,3.9602,53.785,11122.609,39.835,355.297,99.906,45.4,41.25,51.74,43.33,9.05,59.74
2025-03-01 10:25:00,1.2766,1.0849,1.2482,0.3475,3.9504,56.428,11357.536,40.116,361.243,104.817,45.1,41.7,50.93,43.63,7.91,59.75
2025-03-01 10:30:00,1.272,1.0622,1.2447,0.3384,3.9471,52.842,11191.152,39.734,362.178,97.946,44.81,40.77,50.88,42.66,9.42,59.75
2025-03-01 10:35:00,1.2856,1.0363,1.2521,0.3472,3.9414,52.961,11381.744,39.042,368.837,100.555,43.8,40.52,50.45,41.83,7.68,59.76
2025-03-01 10:40:00,1.2762,1.0621,1.2427,0.3589,3.9346,55.976,11353.498,40.193,362.405,99.61,42.84,40.37,49.88,41.43,8.34,59.76
2025-03-01 10:45:00,1.2979,1.0642,1.2591,0.3183,3.9202,49.687,11368.288,40.243,361.052,101.128,43.8,40.24,50.48,41.83,8.82,59.77
2025-03-01 10:50:00,1.2726,1.0634,1.2503,0.345,3.93,56.829,11302.201,39.887,366.788,99.402,44.93,41.28,50.45,42.25,9.8,59.77
2025-03-01 10:55:00,1.286,1.0511,1.2524,0.3408,3.9166,51.804,11455.78,40.295,362.367,99.334,44.9,40.66,50.66,42.67,8.51,59.78
2025-03-01 11:00:00,1.2674,1.0659,1.2462,0.3499,3.9326,53.107,10955.471,39.801,363.46,102.785,43.77,40.46,50.22,42.64,8.89,59.78
2025-03-01 11:05:00,1.2737,1.0947,1.2449,0.3518,3.9489,51.535,11340.621,39.305,360.684,99.218,45.28,41.88,50.47,43.16,8.29,59.79
2025-03-01 11:10:00,1.2778,1.0704,1.2714,0.3574,3.9674,54.123,11209.613,40.217,362.015,97.037,45.35,40.98,51.5,43.52,8.46,59.79
2025-03-01 11:15:00,1.2802,1.086,1.2459,0.3434,3.9512,54.844,10839.79,39.468,368.431,101.843,45.48,41.84,50.88,43.65,9.01,59.8
2025-03-01 11:20:00,1.2855,1.0702,1.2625,0.3514,3.959,54.075,11631.325,39.96,353.586,100.978,45.62,41.54,51.2,43.22,8.55,59.8
2025-03-01 11:25:00,1.2847,1.0702,1.2562,0.3689,3.9624,48.096,11004.254,40.089,362.302,102.945,45.54,41.59,51.6,43.58,10.24,59.81
2025-03-01 11:30:00,1.2716,1.0882,1.2772,0.3652,3.9618,58.535,11052.534,40.341,361.568,101.695,45.22,41.55,51.84,43.33,8.61,59.81
2025-03-01 11:35:00,1.277,1.0722,1.2722,0.3461,3.9617,50.543,11040.985,40.461,361.797,106.852,45.51,41.62,51.73,43.81,8.93,59.82
2025-03-01 11:40:00,1.3068,1.067,1.2813,0.3796,3.9662,57.007,11719.744,38.966,361.037,101.275,46.41,41.84,51.8,44.28,9.3,59.82
2025-03-01 11:45:00,1.2844,1.0614,1.257,0.3525,3.9645,56.805,11177.549,39.886,360.163,103.239,45.63,42.14,51.54,44.23,8.84,59.83
2025-03-01 11:50:00,1.3129,1.0819,1.2496,0.3542,3.9606,54.657,11041.108,39.14,363.287,105.695,45.2,41.82,51.89,44.48,9.62,59.83
2025-03-01 11:55:00,1.2998,1.0863,1.2522,0.3354,3.9842,52.29,10962.036,39.717,353.184,103.574,46.67,43.1,52.46,44.11,7.4,59.83
2025-03-01 12:00:00,1.2957,1.0774,1.2398,0.3299,3.9722,53.44,11262.747,40.056,343.812,102.354,46.57,41.98,53.28,44.24,9.59,59.84
2025-03-01 12:05:00,1.2974,1.0868,1.2658,0.3398,3.983,57.14,11370.472,39.225,362.06,101.508,46.27,42.2,52.15,43.78,9.74,59.84
2025-03-01 12:10:00,1.2649,1.1013,1.2557,0.3283,3.964,56.687,11391.977,40.63,362.491,101.911,45.79,42.07,52.19,43.91,10.0,59.85
2025-03-01 12:15:00,1.2797,1.053,1.2495,0.3302,3.9774,53.087,11315.779,39.863,361.649,105.008,45.82,42.18,51.54,44.17,10.74,59.85
2025-03-01 12:20:00,1.2955,1.0882,1.2731,0.3735,3.9796,49.984,11104.959,39.739,357.844,104.549,46.44,43.05,51.25,43.94,9.97,59.86
2025-03-01 12:25:00,1.2821,1.0923,1.2562,0.3554,3.9739,56.349,11054.726,39.915,353.811,105.305,45.85,42.26,51.87,43.52,10.28,59.86
2025-03-01 12:30:00,1.3027,1.0595,1.2766,0.3423,3.9854,55.786,11251.255,40.552,361.07,104.971,45.88,41.86,51.63,43.38,9.62,59.86
2025-03-01 12:35:00,1.2923,1.0702,1.2521,0.3444,3.9648,54.602,11137.13,39.763,366.504,100.205,45.62,41.56,51.97,43.74,8.99,59.87
2025-03-01 12:40:00,1.2772,1.0575,1.2655,0.3398,3.9714,56.125,11227.773,39.978,363.77,102.162,45.22,41.17,51.68,43.41,9.42,59.87
2025-03-01 12:45:00,1.2659,1.0641,1.2466,0.3503,3.9797,56.0,11133.231,40.028,360.722,105.771,46.03,42.22,51.32,43.93,8.82,59.88
2025-03-01 12:50:00,1.3053,1.0622,1.2562,0.3433,3.9606,55.338,11065.485,40.121,361.306,97.715,45.73,41.15,51.41,43.24,10.05,59.88
2025-03-01 12:55:00,1.2957,1.0895,1.2384,0.3483,3.967,58.868,11424.528,39.753,366.462,100.051,45.92,40.87,52.21,43.24,9.47,59.88
2025-03-01 13:00:00,1.2913,1.0786,1.2629,0.3439,3.9676,55.096,11314.545,39.649,363.338,105.91,45.37,40.75,51.64,43.28,10.82,59.89
2025-03-01 13:05:00,1.2787,1.0739,1.2573,0.3362,3.955,59.7,11158.154,40.446,371.599,101.947,44.82,40.07,50.84,43.23,9.39,59.89
2025-03-01 13:10:00,1.2863,1.0696,1.253,0.3586,3.956,52.43,11133.345,39.942,362.563,102.278,45.08,41.27,51.72,43.74,8.92,59.89
2025-03-01 13:15:00,1.2793,1.0618,1.256,0.347,3.9494,53.121,11097.706,39.984,359.118,103.125,45.44,41.33,51.34,43.57,11.03,59.9
2025-03-01 13:20:00,1.294,1.0599,1.238,0.3299,3.9694,55.903,11068.02,40.302,367.979,97.463,44.96,40.68,50.53,42.81,11.26,59.9
2025-03-01 13:25:00,1.2906,1.0643,1.2422,0.3496,3.972,51.933,11393.345,39.588,367.255,102.675,45.15,41.0,50.99,43.0,9.19,59.91
